"customer_id","customer_count","country","state","city","zip_code","lat_long","latitude","longitude","gender","senior_citizen","partner","dependents","tenure_months","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","contract","paperless_billing","payment_method","monthly_charges","total_charges","churn_label","churn_value","churn_score","cltv","churn_reason"
"8050-DVOJX",1,"United States","California","Keeler","93530","36.560498, -117.962461",36.560498,-117.962461,"Male","Yes","No","No",49,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",81.35,4060.90,"No",0,69,4537,NULL
"8903-XEBGX",1,"United States","California","Lancaster","93534","34.727529, -118.153098",34.727529,-118.153098,"Male","No","No","Yes",2,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",55.30,108.65,"No",0,67,4594,NULL
"8169-SAEJD",1,"United States","California","Lancaster","93535","34.712708, -117.889656",34.712708,-117.889656,"Male","Yes","Yes","No",69,"No","No phone service","DSL","Yes","Yes","No","No","Yes","Yes","Two year","No","Credit card (automatic)",56.55,3952.65,"No",0,28,4162,NULL
"1089-XZWHH",1,"United States","California","Lee Vining","93541","37.890145, -119.184087",37.890145,-119.184087,"Female","No","Yes","Yes",24,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",19.70,494.05,"No",0,31,3594,NULL
"2325-WINES",1,"United States","California","Littlerock","93543","34.505273, -117.955054",34.505273,-117.955054,"Female","No","No","No",32,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",104.05,3416.85,"No",0,60,2335,NULL
"6064-ZATLR",1,"United States","California","Llano","93544","34.500091, -117.765862",34.500091,-117.765862,"Female","No","No","No",27,"Yes","No","DSL","Yes","Yes","No","No","No","No","Two year","No","Bank transfer (automatic)",52.85,1498.65,"No",0,23,2842,NULL
"7824-PANSQ",1,"United States","California","Mammoth Lakes","93546","37.550074, -118.837167",37.550074,-118.837167,"Male","No","No","No",58,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",80.65,4807.35,"No",0,33,6043,NULL
"9648-BCHKM",1,"United States","California","Palmdale","93550","34.536232, -118.082935",34.536232,-118.082935,"Female","No","Yes","Yes",18,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",24.65,471.35,"No",0,78,5231,NULL
"2888-ADFAO",1,"United States","California","Palmdale","93551","34.613476, -118.256358",34.613476,-118.256358,"Female","No","Yes","Yes",47,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",21.30,1041.80,"No",0,30,2861,NULL
"8707-HOEDG",1,"United States","California","Palmdale","93552","34.557711, -118.029441",34.557711,-118.029441,"Female","No","Yes","Yes",70,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",110.20,7689.80,"No",0,53,4098,NULL
"4072-IPYLT",1,"United States","California","Randsburg","93554","35.405722, -117.773354",35.405722,-117.773354,"Female","No","Yes","Yes",36,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",51.05,1815.00,"No",0,56,2161,NULL
"7167-PCEYD",1,"United States","California","Ridgecrest","93555","35.603913, -117.67828",35.603913,-117.678280,"Male","No","No","No",67,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",19.80,1311.30,"No",0,75,4260,NULL
"4936-YPJNK",1,"United States","California","Rosamond","93560","34.903052, -118.411251",34.903052,-118.411251,"Female","No","No","No",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.90,199.45,"No",0,65,5811,NULL
"1580-BMCMR",1,"United States","California","Tehachapi","93561","35.073777, -118.652112",35.073777,-118.652112,"Male","Yes","No","No",19,"Yes","No","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",87.30,1637.30,"No",0,70,4447,NULL
"4817-KEQSP",1,"United States","California","Trona","93562","35.74837, -117.384948",35.748370,-117.384948,"Female","No","Yes","Yes",71,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.85,1326.35,"No",0,54,6342,NULL
"6408-WHTEF",1,"United States","California","Valyermo","93563","34.39583, -117.734568",34.395830,-117.734568,"Male","No","Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",89.40,6376.55,"No",0,52,6044,NULL
"9251-AWQGT",1,"United States","California","Palmdale","93591","34.598221, -117.79593",34.598221,-117.795930,"Female","No","Yes","Yes",48,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.00,935.90,"No",0,50,2608,NULL
"8749-CLJXC",1,"United States","California","Ahwahnee","93601","37.375816, -119.739935",37.375816,-119.739935,"Male","No","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.05,20.05,"No",0,79,2067,NULL
"7989-VCQOH",1,"United States","California","Auberry","93602","36.991762, -119.242874",36.991762,-119.242874,"Male","No","Yes","Yes",18,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","No","Electronic check",83.25,1611.15,"No",0,43,2065,NULL
"4199-QHJNM",1,"United States","California","Bass Lake","93604","37.458367, -119.345011",37.458367,-119.345011,"Male","Yes","Yes","No",67,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",102.90,6989.70,"No",0,52,5869,NULL
"8882-TLVRW",1,"United States","California","Big Creek","93605","37.17277, -119.2997",37.172770,-119.299700,"Male","No","Yes","Yes",69,"No","No phone service","DSL","Yes","No","Yes","Yes","No","No","Two year","No","Mailed check",39.10,2779.50,"No",0,53,5987,NULL
"5135-GRQJV",1,"United States","California","Cantua Creek","93608","36.488056, -120.407691",36.488056,-120.407691,"Male","Yes","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",114.50,8331.95,"No",0,47,6051,NULL
"2384-OVPSA",1,"United States","California","Caruthers","93609","36.5276, -119.865999",36.527600,-119.865999,"Female","Yes","No","No",38,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.20,735.90,"No",0,71,4947,NULL
"1371-WEPDS",1,"United States","California","Chowchilla","93610","37.100948, -120.270136",37.100948,-120.270136,"Male","Yes","Yes","No",40,"Yes","No","DSL","No","No","No","No","No","Yes","One year","No","Electronic check",55.80,2283.30,"No",0,78,3587,NULL
"3580-GICBM",1,"United States","California","Clovis","93611","36.917652, -119.593757",36.917652,-119.593757,"Female","No","Yes","Yes",61,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",24.20,1445.20,"No",0,51,6201,NULL
"9730-DRTMJ",1,"United States","California","Coarsegold","93614","37.212191, -119.749323",37.212191,-119.749323,"Male","No","Yes","No",32,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","No","One year","Yes","Credit card (automatic)",72.80,2333.05,"No",0,78,3278,NULL
"4686-UXDML",1,"United States","California","Cutler","93615","36.497895, -119.285484",36.497895,-119.285484,"Female","No","No","No",21,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",99.85,1992.55,"No",0,74,2113,NULL
"3349-ANQNH",1,"United States","California","Del Rey","93616","36.657462, -119.595293",36.657462,-119.595293,"Female","Yes","No","No",59,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",99.50,5890.00,"No",0,50,5513,NULL
"0932-YIXYU",1,"United States","California","Dos Palos","93620","37.045728, -120.630682",37.045728,-120.630682,"Female","No","No","No",47,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.25,1029.80,"No",0,64,5134,NULL
"7480-SPLEF",1,"United States","California","Dunlap","93621","36.789213, -119.140338",36.789213,-119.140338,"Male","No","Yes","Yes",69,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",26.00,1796.55,"No",0,22,4933,NULL
"7636-XUHWW",1,"United States","California","Firebaugh","93622","36.785618, -120.625382",36.785618,-120.625382,"Male","No","No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",19.90,33.70,"No",0,58,5824,NULL
"1431-CYWMH",1,"United States","California","Fish Camp","93623","37.483535, -119.679414",37.483535,-119.679414,"Female","No","Yes","Yes",22,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",19.05,454.05,"No",0,30,4312,NULL
"5937-EORGB",1,"United States","California","Five Points","93624","36.397745, -120.119911",36.397745,-120.119911,"Male","Yes","Yes","No",15,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",96.50,1392.25,"No",0,61,2394,NULL
"6349-JDHQP",1,"United States","California","Fowler","93625","36.625792, -119.672483",36.625792,-119.672483,"Female","No","No","No",53,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.85,1049.60,"No",0,36,6338,NULL
"5539-HIVAK",1,"United States","California","Friant","93626","37.027663, -119.69056",37.027663,-119.690560,"Female","Yes","Yes","No",28,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",25.70,734.60,"No",0,80,3136,NULL
"5847-MXBEO",1,"United States","California","Helm","93627","36.520537, -120.118055",36.520537,-120.118055,"Male","No","No","No",22,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.30,475.10,"No",0,50,4510,NULL
"4583-PARNH",1,"United States","California","Kerman","93630","36.727418, -120.123526",36.727418,-120.123526,"Male","Yes","Yes","No",16,"Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Electronic check",91.55,1540.05,"No",0,46,4045,NULL
"1116-FRYVH",1,"United States","California","Kingsburg","93631","36.478239, -119.52137",36.478239,-119.521370,"Female","No","Yes","Yes",48,"No","No phone service","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Mailed check",39.40,1978.65,"No",0,26,5701,NULL
"1421-HCERK",1,"United States","California","Lakeshore","93634","37.290606, -119.216328",37.290606,-119.216328,"Male","Yes","Yes","No",30,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",105.70,3181.80,"No",0,54,2455,NULL
"9633-XQABV",1,"United States","California","Los Banos","93635","36.995162, -120.955099",36.995162,-120.955099,"Female","No","No","No",3,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.25,229.70,"No",0,46,2156,NULL
"0716-BQNDX",1,"United States","California","Madera","93637","36.902954, -120.194274",36.902954,-120.194274,"Male","Yes","No","No",57,"Yes","Yes","Fiber optic","Yes","No","No","Yes","No","Yes","Two year","No","Electronic check",93.75,5625.55,"No",0,75,4276,NULL
"1183-CANVH",1,"United States","California","Mendota","93640","36.687292, -120.437354",36.687292,-120.437354,"Female","No","Yes","No",23,"Yes","No","DSL","No","No","No","Yes","Yes","No","One year","No","Bank transfer (automatic)",60.00,1347.15,"No",0,54,3835,NULL
"1972-XMUWV",1,"United States","California","Miramonte","93641","36.696759, -119.024051",36.696759,-119.024051,"Female","No","Yes","No",65,"Yes","No","DSL","No","No","No","Yes","Yes","No","Two year","Yes","Credit card (automatic)",59.80,3808.20,"No",0,37,6034,NULL
"8679-LZBMD",1,"United States","California","North Fork","93643","37.244307, -119.470256",37.244307,-119.470256,"Male","No","Yes","No",44,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",90.65,3974.15,"No",0,26,3786,NULL
"3407-JMJQQ",1,"United States","California","Oakhurst","93644","37.648647, -119.231447",37.648647,-119.231447,"Female","No","Yes","Yes",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",109.00,7661.80,"No",0,35,4204,NULL
"6252-DFGTK",1,"United States","California","O Neals","93645","37.140104, -119.657092",37.140104,-119.657092,"Female","No","Yes","No",37,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","One year","No","Credit card (automatic)",68.10,2479.25,"No",0,60,2873,NULL
"1539-LNKHM",1,"United States","California","Orange Cove","93646","36.633498, -119.298895",36.633498,-119.298895,"Female","No","No","No",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.40,266.60,"No",0,60,4497,NULL
"8645-KOMJQ",1,"United States","California","Orosi","93647","36.600185, -119.175655",36.600185,-119.175655,"Male","No","Yes","Yes",69,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",81.95,5601.40,"No",0,59,6182,NULL
